original_name,normalized_name,locality_symbol,match_method,source_rows
כפר טרומן,כפר טרומן,673,normalized_unique_name,1
כפר יאסיף,כפר יאסיף,507,normalized_unique_name,8
כפר ידידיה,כפר ידידיה,233,normalized_unique_name,1
כפר יהושע,כפר יהושע,140,normalized_unique_name,1
כפר יונה,כפר יונה,168,normalized_unique_name,15
כפר יחזקאל,כפר יחזקאל,85,normalized_unique_name,1
כפר יעבץ,כפר יעבץ,170,normalized_unique_name,1
כפר כמא,כפר כמא,508,normalized_unique_name,3
כפר כנא,כפר כנא,509,normalized_unique_name,13
כפר מונש,כפר מונש,387,normalized_unique_name,1
כפר מימון,כפר מימון,1095,normalized_unique_name,1
"כפר מל""ל",כפר מל ל,98,normalized_unique_name,1
כפר מנדא,כפר מנדא,510,normalized_unique_name,10
כפר מנחם,כפר מנחם,274,normalized_unique_name,1
כפר מסריק,כפר מסריק,297,normalized_unique_name,1
כפר מצר,כפר מצר,512,normalized_unique_name,2
כפר מרדכי,כפר מרדכי,764,normalized_unique_name,1
כפר נטר,כפר נטר,316,normalized_unique_name,1
כפר סאלד,כפר סאלד,345,normalized_unique_name,1
כפר סבא,כפר סבא,6900,normalized_unique_name,106
כפר סילבר,כפר סילבר,107,normalized_unique_name,1
כפר סירקין,כפר סירקין,249,normalized_unique_name,1
כפר עזה,כפר עזה,845,normalized_unique_name,1
כפר עציון,כפר עציון,3488,normalized_unique_name,1
כפר פינס,כפר פינס,189,normalized_unique_name,1
כפר קאסם,כפר קאסם,634,normalized_unique_name,13
כפר קיש,כפר קיש,388,normalized_unique_name,1
כפר קרע,כפר קרע,654,normalized_unique_name,13
כפר ראש הנקרה,כפר ראש הנקרה,579,normalized_unique_name,1
כפר רוזנואלד (זרע,כפר רוזנואלד זרע,1130,normalized_unique_name,1
כפר רופין,כפר רופין,295,normalized_unique_name,1
כפר רות,כפר רות,1166,normalized_unique_name,1
כפר שמאי,כפר שמאי,605,normalized_unique_name,1
כפר שמואל,כפר שמואל,743,normalized_unique_name,1
כפר שמריהו,כפר שמריהו,267,normalized_unique_name,2
כפר תבור,כפר תבור,47,normalized_unique_name,3
כפר תפוח,כפר תפוח,3572,normalized_unique_name,1
כרכום,כרכום,1285,normalized_unique_name,1
כרם בן זמרה,כרם בן זמרה,664,normalized_unique_name,1
כרם יבנה (ישיבה),כרם יבנה ישיבה,1094,normalized_unique_name,1
"כרם מהר""ל",כרם מהר ל,580,normalized_unique_name,1
כרם שלום,כרם שלום,1085,normalized_unique_name,1
כרמי יוסף,כרמי יוסף,1264,normalized_unique_name,2
כרמי צור,כרמי צור,3766,normalized_unique_name,1
כרמיאל,כרמיאל,1139,normalized_unique_name,62
כרמיה,כרמיה,768,normalized_unique_name,1
כרמל,כרמל,3656,normalized_unique_name,1
לבון,לבון,1207,normalized_unique_name,1
לביא,לביא,585,normalized_unique_name,1
לבנים,לבנים,1230,normalized_unique_name,1
להב,להב,2023,normalized_unique_name,1
להבות הבשן,להבות הבשן,380,normalized_unique_name,1
להבות חביבה,להבות חביבה,715,normalized_unique_name,1
להבים,להבים,1271,normalized_unique_name,7
לוד,לוד,7000,normalized_unique_name,78
לוזית,לוזית,52,normalized_unique_name,1
לוחמי הגיטאות,לוחמי הגיטאות,595,normalized_unique_name,1
לוטם,לוטם,1171,normalized_unique_name,1
לוטן,לוטן,1255,normalized_unique_name,1
לימן,לימן,674,normalized_unique_name,1
לכיש,לכיש,24,normalized_unique_name,1
לפיד,לפיד,1310,normalized_unique_name,2
לפידות,לפידות,1173,normalized_unique_name,1
לקיה,לקיה,1060,normalized_unique_name,5
מאור,מאור,2055,normalized_unique_name,1
מאיר שפיה,מאיר שפיה,102,normalized_unique_name,1
מבוא ביתר,מבוא ביתר,771,normalized_unique_name,1
מבוא דותן,מבוא דותן,3569,normalized_unique_name,1
מבוא חורון,מבוא חורון,3709,normalized_unique_name,1
מבוא חמה,מבוא חמה,4204,normalized_unique_name,1
מבוא מודיעים,מבוא מודיעים,1141,normalized_unique_name,1
מבועים,מבועים,1080,normalized_unique_name,1
מבטחים,מבטחים,829,normalized_unique_name,1
מבקיעים,מבקיעים,573,normalized_unique_name,1
מבשרת ציון,מבשרת ציון,1015,normalized_unique_name,28
מג'דל שמס,מג דל שמס,4201,normalized_unique_name,1
מגאר,מגאר,481,normalized_unique_name,16
מגדים,מגדים,689,normalized_unique_name,1
מגדל,מגדל,65,normalized_unique_name,2
מגדל העמק,מגדל העמק,874,normalized_unique_name,31
מגדל עוז,מגדל עוז,3561,normalized_unique_name,1
מגדלים,מגדלים,3751,normalized_unique_name,1
מגידו,מגידו,586,normalized_unique_name,1
מגל,מגל,375,normalized_unique_name,1
מגן,מגן,695,normalized_unique_name,1
מגן שאול,מגן שאול,1155,normalized_unique_name,1
מגשימים,מגשימים,722,normalized_unique_name,1
מדרך עוז,מדרך עוז,2029,normalized_unique_name,1
מדרשת בן גוריון,מדרשת בן גוריון,1140,normalized_unique_name,1
מודיעין עילית,מודיעין עילית,3797,normalized_unique_name,20
מודיעין-מכבים-רעו,מודיעין-מכבים-רעו,1200,normalized_unique_name,53
מולדת,מולדת,269,normalized_unique_name,1
מוצא עילית,מוצא עילית,208,normalized_unique_name,1
מוקייבלה,מוקייבלה,635,normalized_unique_name,2
מורן,מורן,1163,normalized_unique_name,1
מורשת,מורשת,1178,normalized_unique_name,1
מזור,מזור,606,normalized_unique_name,1
מזכרת בתיה,מזכרת בתיה,28,normalized_unique_name,10
מזרע,מזרע,104,normalized_unique_name,1
מזרעה,מזרעה,517,normalized_unique_name,3
מחולה,מחולה,3599,normalized_unique_name,1
מחנה טלי,מחנה טלי,1418,normalized_unique_name,1
מחנה יפה,מחנה יפה,1415,normalized_unique_name,1
מחנה תל נוף,מחנה תל נוף,1412,normalized_unique_name,1
מחניים,מחניים,308,normalized_unique_name,1
מחסיה,מחסיה,776,normalized_unique_name,1
מטולה,מטולה,43,normalized_unique_name,2
מטע,מטע,822,normalized_unique_name,1
מי עמי,מי עמי,1128,normalized_unique_name,1
מיטב,מיטב,2054,normalized_unique_name,1
מייסר,מייסר,649,normalized_unique_name,2
מירב,מירב,1282,normalized_unique_name,1
מירון,מירון,607,normalized_unique_name,1
מישר,מישר,731,normalized_unique_name,1
מיתר,מיתר,1268,normalized_unique_name,7
מכורה,מכורה,3614,normalized_unique_name,1
מכמורת,מכמורת,382,normalized_unique_name,2
מכמנים,מכמנים,1202,normalized_unique_name,1
מלאה,מלאה,164,normalized_unique_name,1
מלילות,מלילות,2044,normalized_unique_name,1
מלכיה,מלכיה,596,normalized_unique_name,1
מנוחה,מנוחה,2030,normalized_unique_name,1
מנוף,מנוף,1174,normalized_unique_name,1
מנות,מנות,1205,normalized_unique_name,1
מנחמיה,מנחמיה,48,normalized_unique_name,2
מנרה,מנרה,347,normalized_unique_name,1
מנשית זבדה,מנשית זבדה,994,normalized_unique_name,1
מסד,מסד,1258,normalized_unique_name,1
מסדה,מסדה,263,normalized_unique_name,1
מסילות,מסילות,298,normalized_unique_name,1
מסילת ציון,מסילת ציון,742,normalized_unique_name,1
מסלול,מסלול,748,normalized_unique_name,1
מסעדה,מסעדה,4203,normalized_unique_name,1
מסעודין אל-עזאזמה,מסעודין אל-עזאזמה,939,normalized_unique_name,6
מעברות,מעברות,197,normalized_unique_name,1
מעגלים,מעגלים,1082,normalized_unique_name,1
מעגן,מעגן,678,normalized_unique_name,1
מעגן מיכאל,מעגן מיכאל,694,normalized_unique_name,2
מעוז חיים,מעוז חיים,272,normalized_unique_name,1
מעון,מעון,3657,normalized_unique_name,1
מעונה,מעונה,570,normalized_unique_name,1
מעטפות כפולות,מעטפות כפולות,,unresolved,149
מעיליא,מעיליא,518,normalized_unique_name,3
מעין ברוך,מעין ברוך,416,normalized_unique_name,1
מעין צבי,מעין צבי,290,normalized_unique_name,1
מעלה אדומים,מעלה אדומים,3616,normalized_unique_name,30
מעלה אפרים,מעלה אפרים,3608,normalized_unique_name,2
מעלה גלבוע,מעלה גלבוע,1127,normalized_unique_name,1
מעלה גמלא,מעלה גמלא,4008,normalized_unique_name,1
מעלה החמישה,מעלה החמישה,286,normalized_unique_name,1
מעלה לבונה,מעלה לבונה,3752,normalized_unique_name,1
מעלה מכמש,מעלה מכמש,3651,normalized_unique_name,1
מעלה עירון,מעלה עירון,1327,normalized_unique_name,11
מעלה עמוס,מעלה עמוס,3653,normalized_unique_name,1
מעלה שומרון,מעלה שומרון,3637,normalized_unique_name,1
מעלות-תרשיחא,מעלות-תרשיחא,1063,normalized_unique_name,28
מענית,מענית,344,normalized_unique_name,1
מעש,מעש,230,normalized_unique_name,1
מפלסים,מפלסים,668,normalized_unique_name,1
מצדות יהודה,מצדות יהודה,3745,normalized_unique_name,1
מצובה,מצובה,325,normalized_unique_name,1
מצליח,מצליח,757,normalized_unique_name,1
מצפה,מצפה,58,normalized_unique_name,1
"מצפה אבי""ב",מצפה אבי ב,1222,normalized_unique_name,1
מצפה יריחו,מצפה יריחו,3576,normalized_unique_name,1
מצפה נטופה,מצפה נטופה,1190,normalized_unique_name,1
מצפה רמון,מצפה רמון,99,normalized_unique_name,5
מצפה שלם,מצפה שלם,3610,normalized_unique_name,1
מצר,מצר,648,normalized_unique_name,1
מקווה ישראל,מקווה ישראל,22,normalized_unique_name,1
מרגליות,מרגליות,843,normalized_unique_name,1
מרום גולן,מרום גולן,4101,normalized_unique_name,1
מרחביה (מושב),מרחביה מושב,97,normalized_unique_name,1
מרחביה (קיבוץ),מרחביה קיבוץ,66,normalized_unique_name,1
מרכז שפירא,מרכז שפירא,1098,normalized_unique_name,2
משאבי שדה,משאבי שדה,421,normalized_unique_name,1
משגב דב,משגב דב,765,normalized_unique_name,1
משגב עם,משגב עם,378,normalized_unique_name,1
משהד,משהד,520,normalized_unique_name,5
משואה,משואה,3605,normalized_unique_name,1
משואות יצחק,משואות יצחק,620,normalized_unique_name,1
משמר איילון,משמר איילון,670,normalized_unique_name,1
משמר דוד,משמר דוד,563,normalized_unique_name,1
משמר הירדן,משמר הירדן,732,normalized_unique_name,1
משמר הנגב,משמר הנגב,395,normalized_unique_name,1
משמר העמק,משמר העמק,130,normalized_unique_name,1
משמר השבעה,משמר השבעה,729,normalized_unique_name,1
משמר השרון,משמר השרון,194,normalized_unique_name,1
משמרות,משמרות,213,normalized_unique_name,1
משמרת,משמרת,425,normalized_unique_name,1
משען,משען,791,normalized_unique_name,1
מתן,מתן,1315,normalized_unique_name,3
מתת,מתת,1184,normalized_unique_name,1
מתתיהו,מתתיהו,3648,normalized_unique_name,1
נאות גולן,נאות גולן,4551,normalized_unique_name,1
נאות הכיכר,נאות הכיכר,1124,normalized_unique_name,1
נאות מרדכי,נאות מרדכי,408,normalized_unique_name,1
נאות סמדר,נאות סמדר,1197,normalized_unique_name,1
נאעורה,נאעורה,524,normalized_unique_name,2
נבטים,נבטים,396,normalized_unique_name,1
נגבה,נגבה,315,normalized_unique_name,1
נהורה,נהורה,309,normalized_unique_name,1
נהלל,נהלל,80,normalized_unique_name,1
נהריה,נהריה,9100,normalized_unique_name,66
נוב,נוב,4304,normalized_unique_name,1
נוגה,נוגה,55,normalized_unique_name,1
נווה אבות,נווה אבות,926,normalized_unique_name,1
נווה אור,נווה אור,590,normalized_unique_name,1
"נווה אטי""ב",נווה אטי ב,4303,normalized_unique_name,1
נווה אילן,נווה אילן,405,normalized_unique_name,1
נווה איתן,נווה איתן,296,normalized_unique_name,1
נווה אפעל,נווה אפעל,2032,normalized_unique_name,1
נווה דניאל,נווה דניאל,3725,normalized_unique_name,1
נווה זוהר,נווה זוהר,1057,normalized_unique_name,1
נווה זיו,נווה זיו,1314,normalized_unique_name,1
נווה ים,נווה ים,312,normalized_unique_name,1
נווה ימין,נווה ימין,686,normalized_unique_name,1
נווה ירק,נווה ירק,858,normalized_unique_name,1
נווה מבטח,נווה מבטח,827,normalized_unique_name,1
נווה מיכאל,נווה מיכאל,1071,normalized_unique_name,1
נווה שלום,נווה שלום,1259,normalized_unique_name,1
נועם,נועם,15,normalized_unique_name,1
נוף איילון,נוף איילון,1333,normalized_unique_name,2
נופים,נופים,3790,normalized_unique_name,1
נופית,נופית,1284,normalized_unique_name,2
נופך,נופך,257,normalized_unique_name,1
נוקדים,נוקדים,3726,normalized_unique_name,1
נורדיה,נורדיה,447,normalized_unique_name,2
נחושה,נחושה,59,normalized_unique_name,1
נחל עוז,נחל עוז,844,normalized_unique_name,1
נחלה,נחלה,2045,normalized_unique_name,1
נחליאל,נחליאל,3767,normalized_unique_name,1
נחלים,נחלים,449,normalized_unique_name,1
נחם,נחם,809,normalized_unique_name,1
נחף,נחף,522,normalized_unique_name,7
נחשולים,נחשולים,433,normalized_unique_name,1
נחשון,נחשון,777,normalized_unique_name,1
נחשונים,נחשונים,705,normalized_unique_name,1
נטועה,נטועה,1147,normalized_unique_name,1
נטעים,נטעים,174,normalized_unique_name,1
נטף,נטף,1254,normalized_unique_name,1
ניין,ניין,523,normalized_unique_name,2
"ניל""י",ניל י,3655,normalized_unique_name,1
ניצן,ניצן,351,normalized_unique_name,2
ניצנה (קהילת חינו,ניצנה קהילת חינו,1195,normalized_unique_name,1
ניצני עוז,ניצני עוז,851,normalized_unique_name,1
ניצנים,ניצנים,359,normalized_unique_name,1
ניר אליהו,ניר אליהו,808,normalized_unique_name,1
ניר בנים,ניר בנים,553,normalized_unique_name,1
ניר גלים,ניר גלים,720,normalized_unique_name,1
ניר דוד (תל עמל),ניר דוד תל עמל,256,normalized_unique_name,1
"ניר ח""ן",ניר ח ן,11,normalized_unique_name,1
ניר יפה,ניר יפה,165,normalized_unique_name,1
ניר יצחק,ניר יצחק,402,normalized_unique_name,1
ניר ישראל,ניר ישראל,699,normalized_unique_name,1
ניר משה,ניר משה,2047,normalized_unique_name,1
ניר עוז,ניר עוז,69,normalized_unique_name,1
ניר עם,ניר עם,348,normalized_unique_name,1
ניר עציון,ניר עציון,769,normalized_unique_name,1
ניר עקיבא,ניר עקיבא,2048,normalized_unique_name,1
ניר צבי,ניר צבי,331,normalized_unique_name,1
נירים,נירים,602,normalized_unique_name,1
נירית,נירית,1236,normalized_unique_name,1
נירן,נירן,3620,normalized_unique_name,1
נס הרים,נס הרים,825,normalized_unique_name,1
נס ציונה,נס ציונה,7200,normalized_unique_name,36
נעורים,נעורים,186,normalized_unique_name,1
נעלה,נעלה,3787,normalized_unique_name,1
נעמי,נעמי,3713,normalized_unique_name,1
נען,נען,158,normalized_unique_name,2
נצאצרה (שבט),נצאצרה שבט,1041,normalized_unique_name,1
נצר סרני,נצר סרני,435,normalized_unique_name,1
נצרת,נצרת,7300,normalized_unique_name,70
נצרת עילית,נצרת עילית,1061,normalized_unique_name,64
נשר,נשר,2500,normalized_unique_name,28
נתיב הגדוד,נתיב הגדוד,3555,normalized_unique_name,1
"נתיב הל""ה",נתיב הל ה,693,normalized_unique_name,1
נתיב העשרה,נתיב העשרה,1242,normalized_unique_name,1
נתיב השיירה,נתיב השיירה,792,normalized_unique_name,1
נתיבות,נתיבות,246,normalized_unique_name,23
נתניה,נתניה,7400,normalized_unique_name,223
סאג'ור,סאג ור,525,normalized_unique_name,3
סאסא,סאסא,578,normalized_unique_name,1
סביון,סביון,587,normalized_unique_name,5
סגולה,סגולה,2046,normalized_unique_name,1
סואעד (כמאנה) (שב,סואעד כמאנה שב,989,normalized_unique_name,1
סוואעד חמיירה,סוואעד חמיירה,942,manual_alias,1
סולם,סולם,526,normalized_unique_name,2
סוסיה,סוסיה,3756,normalized_unique_name,1
סופה,סופה,1238,normalized_unique_name,1
סח'נין,סח נין,7500,normalized_unique_name,20
סייד (שבט),סייד שבט,1170,normalized_unique_name,2
סלמה,סלמה,1245,normalized_unique_name,2
סלעית,סלעית,3567,normalized_unique_name,1
סמר,סמר,1156,normalized_unique_name,1
סנסנה,סנסנה,3777,normalized_unique_name,1
סעד,סעד,419,normalized_unique_name,1
סער,סער,454,normalized_unique_name,1
ספיר,ספיר,1176,normalized_unique_name,1
סתריה,סתריה,610,normalized_unique_name,1
ע'ג'ר,ע ג ר,4501,normalized_unique_name,2
עבדון,עבדון,892,normalized_unique_name,1
עברון,עברון,376,normalized_unique_name,1
עגור,עגור,794,normalized_unique_name,1
עדי,עדי,1199,normalized_unique_name,2
עדנים,עדנים,2035,normalized_unique_name,1
עוזה,עוזה,826,normalized_unique_name,1
עוזייר,עוזייר,528,normalized_unique_name,2
עולש,עולש,737,normalized_unique_name,1
עומר,עומר,666,normalized_unique_name,9
עופר,עופר,810,normalized_unique_name,1
עופרה,עופרה,3617,normalized_unique_name,2
עוצם,עוצם,32,normalized_unique_name,1
עוקבי (בנו עוקבה),עוקבי בנו עוקבה,957,normalized_unique_name,1
עזר,עזר,1149,normalized_unique_name,1
עזריאל,עזריאל,837,normalized_unique_name,1
עזריה,עזריה,711,normalized_unique_name,1
עזריקם,עזריקם,817,normalized_unique_name,1
עטאוונה (שבט),עטאוונה שבט,969,normalized_unique_name,1
עטרת,עטרת,3658,normalized_unique_name,1
עידן,עידן,1175,normalized_unique_name,1
עיילבון,עיילבון,530,normalized_unique_name,4
עיינות,עיינות,156,normalized_unique_name,1
עילוט,עילוט,511,normalized_unique_name,5
עין איילה,עין איילה,687,normalized_unique_name,1
עין אל-אסד,עין אל-אסד,546,normalized_unique_name,1
עין גב,עין גב,273,normalized_unique_name,1
עין גדי,עין גדי,2042,normalized_unique_name,1
עין דור,עין דור,436,normalized_unique_name,1
עין הבשור,עין הבשור,1240,normalized_unique_name,1
עין הוד,עין הוד,74,normalized_unique_name,1
עין החורש,עין החורש,167,normalized_unique_name,1
עין המפרץ,עין המפרץ,289,normalized_unique_name,1
"עין הנצי""ב",עין הנצי ב,383,normalized_unique_name,1
עין העמק,עין העמק,367,normalized_unique_name,1
עין השופט,עין השופט,270,normalized_unique_name,1
עין השלושה,עין השלושה,676,normalized_unique_name,1
עין ורד,עין ורד,157,normalized_unique_name,1
עין זיוון,עין זיוון,4503,normalized_unique_name,1
עין חרוד (איחוד),עין חרוד איחוד,89,normalized_unique_name,1
עין חרוד (מאוחד),עין חרוד מאוחד,82,normalized_unique_name,1
עין יהב,עין יהב,806,normalized_unique_name,1
עין יעקב,עין יעקב,813,normalized_unique_name,1
עין כרמל,עין כרמל,426,normalized_unique_name,1
עין מאהל,עין מאהל,532,normalized_unique_name,8
עין נקובא,עין נקובא,521,normalized_unique_name,2
עין עירון,עין עירון,223,normalized_unique_name,1
עין צורים,עין צורים,622,normalized_unique_name,1
עין ראפה,עין ראפה,514,normalized_unique_name,1
עין שמר,עין שמר,139,normalized_unique_name,1
עין שריד,עין שריד,880,normalized_unique_name,1
עינת,עינת,871,normalized_unique_name,1
עיר כרמל,עיר כרמל,494,normalized_unique_name,21
עכו,עכו,7600,normalized_unique_name,62
עלומים,עלומים,1146,normalized_unique_name,1
עלי,עלי,3765,normalized_unique_name,2
עלי זהב,עלי זהב,3727,normalized_unique_name,1
עלמה,עלמה,688,normalized_unique_name,1
עלמון,עלמון,3715,normalized_unique_name,1
עמוקה,עמוקה,1212,normalized_unique_name,1
עמינדב,עמינדב,779,normalized_unique_name,1
עמיעד,עמיעד,385,normalized_unique_name,1
עמיעוז,עמיעוז,318,normalized_unique_name,1
עמיקם,עמיקם,773,normalized_unique_name,1
עמיר,עמיר,319,normalized_unique_name,1
עמנואל,עמנואל,3660,normalized_unique_name,2
עמקה,עמקה,708,normalized_unique_name,1
ענב,ענב,3712,normalized_unique_name,1
עפולה,עפולה,7700,normalized_unique_name,49
עץ אפרים,עץ אפרים,3778,normalized_unique_name,1
עראבה,עראבה,531,normalized_unique_name,15
עראמשה,עראמשה,1246,normalized_unique_name,1
ערד,ערד,2560,normalized_unique_name,33
ערוגות,ערוגות,593,normalized_unique_name,1
ערערה,ערערה,637,normalized_unique_name,13
ערערה-בנגב,ערערה-בנגב,1192,normalized_unique_name,6
עשרת,עשרת,591,normalized_unique_name,1
עתלית,עתלית,53,normalized_unique_name,5
עתניאל,עתניאל,3748,normalized_unique_name,1
פארן,פארן,1151,normalized_unique_name,1
פדואל,פדואל,3768,normalized_unique_name,1
פדויים,פדויים,750,normalized_unique_name,1
פדיה,פדיה,838,normalized_unique_name,1
פוריה - כפר עבודה,פוריה-כפר עבודה,1104,normalized_unique_name,1
פוריה - נווה עובד,פוריה-נווה עובד,1105,normalized_unique_name,1
פוריה עילית,פוריה עילית,1313,normalized_unique_name,1
פוריידיס,פוריידיס,537,normalized_unique_name,10
פורת,פורת,767,normalized_unique_name,1
פטיש,פטיש,749,normalized_unique_name,1
פלמחים,פלמחים,597,normalized_unique_name,1
פני חבר,פני חבר,3723,normalized_unique_name,1
פסגות,פסגות,3659,normalized_unique_name,1
פסוטה,פסוטה,535,normalized_unique_name,3
"פעמי תש""ז",פעמי תש ז,2059,normalized_unique_name,1
פצאל,פצאל,3615,normalized_unique_name,1
פקיעין (בוקייעה),פקיעין בוקייעה,536,normalized_unique_name,5
פקיעין חדשה,פקיעין חדשה,281,normalized_unique_name,1
פרדס חנה-כרכור,פרדס חנה-כרכור,7800,normalized_unique_name,37
פרדסיה,פרדסיה,171,normalized_unique_name,7
פרוד,פרוד,599,normalized_unique_name,1
פרזון,פרזון,2053,normalized_unique_name,1
פרי גן,פרי גן,1231,normalized_unique_name,1
פתח תקווה,פתח תקווה,7900,normalized_unique_name,228
פתחיה,פתחיה,839,normalized_unique_name,1
צאלים,צאלים,413,normalized_unique_name,1
צביה,צביה,1180,normalized_unique_name,1
צובה,צובה,465,normalized_unique_name,1
צוחר,צוחר,1136,normalized_unique_name,1
צופים,צופים,3791,normalized_unique_name,1
צופית,צופית,198,normalized_unique_name,1
צופר,צופר,1150,normalized_unique_name,1
צוקי ים,צוקי ים,1102,normalized_unique_name,1
צור הדסה,צור הדסה,1113,normalized_unique_name,3
צור משה,צור משה,276,normalized_unique_name,2
צור נתן,צור נתן,1148,normalized_unique_name,1
צוריאל,צוריאל,774,normalized_unique_name,1
צורית,צורית,1221,normalized_unique_name,1
צורן-קדימה,צורן-קדימה,195,manual_alias,15
ציפורי,ציפורי,613,normalized_unique_name,1
צלפון,צלפון,796,normalized_unique_name,1
צנדלה,צנדלה,636,normalized_unique_name,1
צפריה,צפריה,594,normalized_unique_name,1
צפרירים,צפרירים,1079,normalized_unique_name,1
צפת,צפת,8000,normalized_unique_name,31
צרופה,צרופה,612,normalized_unique_name,1
צרעה,צרעה,567,normalized_unique_name,1
קבועה (שבט),קבועה שבט,1234,normalized_unique_name,1
קבוצת יבנה,קבוצת יבנה,334,normalized_unique_name,1
קדומים,קדומים,3557,normalized_unique_name,3
קדמת צבי,קדמת צבי,4025,normalized_unique_name,1
קדר,קדר,3781,normalized_unique_name,1
קדרון,קדרון,615,normalized_unique_name,1
קודייראת א-צאנע(ש,קודייראת א-צאנע ש,964,normalized_unique_name,2
קוואעין (שבט),קוואעין שבט,972,normalized_unique_name,1
קוממיות,קוממיות,766,normalized_unique_name,1
קורנית,קורנית,1179,normalized_unique_name,1
קטורה,קטורה,1052,normalized_unique_name,1
קיסריה,קיסריה,1167,normalized_unique_name,5
קלחים,קלחים,414,normalized_unique_name,1
קליה,קליה,3601,normalized_unique_name,1
קלנסווה,קלנסווה,638,normalized_unique_name,11
קציר-חריש,קציר-חריש,1247,normalized_unique_name,3
קצר א-סר,קצר א-סר,1347,normalized_unique_name,1
קצרין,קצרין,4100,normalized_unique_name,8
קרית אונו,קרית אונו,2620,normalized_unique_name,35
קרית ארבע,קרית ארבע,3611,normalized_unique_name,7
קרית אתא,קרית אתא,6800,normalized_unique_name,67
קרית ביאליק,קרית ביאליק,9500,normalized_unique_name,52
קרית גת,קרית גת,2630,normalized_unique_name,56
קרית טבעון,קרית טבעון,2300,normalized_unique_name,20
קרית ים,קרית ים,9600,normalized_unique_name,54
קרית יערים,קרית יערים,1137,normalized_unique_name,2
קרית מוצקין,קרית מוצקין,8200,normalized_unique_name,54
קרית מלאכי,קרית מלאכי,1034,normalized_unique_name,23
קרית נטפים,קרית נטפים,3746,normalized_unique_name,1
קרית ענבים,קרית ענבים,78,normalized_unique_name,1
קרית עקרון,קרית עקרון,469,normalized_unique_name,12
קרית שמונה,קרית שמונה,2800,normalized_unique_name,26
קרני שומרון,קרני שומרון,3640,normalized_unique_name,7
קשת,קשת,4006,normalized_unique_name,1
ראמה,ראמה,543,normalized_unique_name,7
ראס אל-עין,ראס אל-עין,1334,normalized_unique_name,1
ראס עלי,ראס עלי,990,normalized_unique_name,1
ראש העין,ראש העין,2640,normalized_unique_name,36
ראש פינה,ראש פינה,26,normalized_unique_name,3
ראש צורים,ראש צורים,3602,normalized_unique_name,1
ראשון לציון,ראשון לציון,8300,normalized_unique_name,277
רבבה,רבבה,3795,normalized_unique_name,1
רבדים,רבדים,564,normalized_unique_name,1
רביבים,רביבים,354,normalized_unique_name,1
רגבה,רגבה,390,normalized_unique_name,1
רגבים,רגבים,444,normalized_unique_name,1
רהט,רהט,1161,normalized_unique_name,27
רווחה,רווחה,2051,normalized_unique_name,1
רוויה,רוויה,2016,normalized_unique_name,1
רוחמה,רוחמה,362,normalized_unique_name,1
רומאנה,רומאנה,539,normalized_unique_name,1
רומת הייב,רומת הייב,997,normalized_unique_name,2
רועי,רועי,3619,normalized_unique_name,1
רחוב,רחוב,854,normalized_unique_name,1
רחובות,רחובות,8400,normalized_unique_name,135
ריחאניה,ריחאניה,540,normalized_unique_name,1
ריחן,ריחן,3568,normalized_unique_name,1
ריינה,ריינה,542,normalized_unique_name,10
רימונים,רימונים,3565,normalized_unique_name,1
רינתיה,רינתיה,616,normalized_unique_name,1
רכסים,רכסים,922,normalized_unique_name,7
רם-און,רם-און,1069,normalized_unique_name,1
רמות,רמות,4702,normalized_unique_name,1
רמות השבים,רמות השבים,206,normalized_unique_name,1
רמות מאיר,רמות מאיר,735,normalized_unique_name,1
רמות מנשה,רמות מנשה,445,normalized_unique_name,1
רמות נפתלי,רמות נפתלי,372,normalized_unique_name,1
רמלה,רמלה,8500,normalized_unique_name,75
רמת אפעל,רמת אפעל,1049,normalized_unique_name,4
רמת גן,רמת גן,8600,normalized_unique_name,173
רמת דוד,רמת דוד,135,normalized_unique_name,1
רמת הכובש,רמת הכובש,184,normalized_unique_name,1
רמת השופט,רמת השופט,335,normalized_unique_name,1
רמת השרון,רמת השרון,2650,normalized_unique_name,47
רמת יוחנן,רמת יוחנן,178,normalized_unique_name,1
רמת ישי,רמת ישי,122,normalized_unique_name,7
רמת מגשימים,רמת מגשימים,4701,normalized_unique_name,1
רמת פנקס,רמת פנקס,883,normalized_unique_name,1
רמת צבי,רמת צבי,339,normalized_unique_name,1
רמת רזיאל,רמת רזיאל,460,normalized_unique_name,1
רמת רחל,רמת רחל,127,normalized_unique_name,1
רנן,רנן,789,normalized_unique_name,1
רעים,רעים,713,normalized_unique_name,1
רעננה,רעננה,8700,normalized_unique_name,88
רקפת,רקפת,1228,normalized_unique_name,1
רשפון,רשפון,247,normalized_unique_name,1
רשפים,רשפים,437,normalized_unique_name,1
שאר ישוב,שאר ישוב,324,normalized_unique_name,1
שבי ציון,שבי ציון,282,normalized_unique_name,1
שבי שומרון,שבי שומרון,3571,normalized_unique_name,1
שבלי - אום אל-גנם,שבלי-אום אל-גנם,913,normalized_unique_name,4
שגב,שגב,917,normalized_unique_name,1
שגב-שלום,שגב-שלום,1286,normalized_unique_name,3
שגור,שגור,516,normalized_unique_name,21
שדה אילן,שדה אילן,721,normalized_unique_name,1
שדה אליהו,שדה אליהו,304,normalized_unique_name,1
שדה אליעזר,שדה אליעזר,861,normalized_unique_name,1
שדה בוקר,שדה בוקר,885,normalized_unique_name,1
שדה דוד,שדה דוד,36,normalized_unique_name,1
